"Código da Unidade Gestora","Unidade Gestora","Código do Subelemento de Despesas","Subelemento de Despesa","Código da Função","Função","Código da Subfunção","Subfunção","Código do Programa","Programa","Código do Projeto Atividade","Projeto Atividade","Código da Natureza da Despesa","Natureza da despesa","Código da Fonte de Recurso","Fonte de Recursos","Código do Grupo de Despesas","Grupo de Despesas","Código da Unidade Orçamentária","Unidade Orçamentária","EXECUTADA (R$)","REALIZADA (R$)","SALDO A PAGAR (R$)"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","1","DIARIAS NO ESTADO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33901400","DIARIAS -  CIVIL","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","15385.00","15385.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","2","DIARIAS FORA DO ESTADO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33901400","DIARIAS -  CIVIL","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","17670.00","17670.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","2","GENEROS DE ALIMENTOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903000","MATERIAL DE CONSUMO","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","5417.83","5417.83","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","5","MATERIAL DE EXPEDIENTE","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903000","MATERIAL DE CONSUMO","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","5007.99","5007.99","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","8","GAS ENGARRAFO PARA COZINHA","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903000","MATERIAL DE CONSUMO","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","804.00","804.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","9","MATERIAL PARA LIMPEZA CONSERVACAO E HIGIENE","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903000","MATERIAL DE CONSUMO","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","2643.59","2643.59","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","26","MATERIAL DE PROTECAO SEGURANCA E SOCORRO","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903000","MATERIAL DE CONSUMO","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","1290.00","1290.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","28","MATERIAL PARA COPA E COZINHA","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903000","MATERIAL DE CONSUMO","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","290.00","290.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","37","AGUA MINERAL","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903000","MATERIAL DE CONSUMO","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","366.00","366.00","0.00"
"10101","SEC DE ESTADO DA MULHER E DA DIVERSIDADE HUMANA","69","SUPRIMENTO DE FUNDOS","14","DIREITOS DA CIDADANIA","122","ADMINISTRACAO GERAL","5046","GESTAO, MANUTENCAO E SERVICOS AO ESTADO","4216","MANUTENCAO DE SERVICOS ADMINISTRATIVOS","33903000","MATERIAL DE CONSUMO","00","RECURSOS PROPRIOS DO ESTADO","13","OUTRAS DESPESAS CORRENTES","100001","SEC ESPECIAL DE ESTADO DE POLITICAS PUB PARA MULHERES","6489.27","6489.27","0.00"
